Date; Target(°C); Sensor(°C)
Jul 11 2025 12:00:01 PM; 28,853; 27,461
Jul 11 2025 12:00:02 PM; 28,834; 27,461
Jul 11 2025 12:00:03 PM; 28,808; 27,46
Jul 11 2025 12:00:04 PM; 28,741; 27,459
Jul 11 2025 12:00:05 PM; 28,806; 27,458
Jul 11 2025 12:00:06 PM; 28,786; 27,458
Jul 11 2025 12:00:07 PM; 28,807; 27,457
Jul 11 2025 12:00:08 PM; 28,895; 27,456
Jul 11 2025 12:00:09 PM; 28,891; 27,455
Jul 11 2025 12:00:10 PM; 28,858; 27,455
Jul 11 2025 12:00:11 PM; 28,851; 27,454
Jul 11 2025 12:00:12 PM; 28,878; 27,453
Jul 11 2025 12:00:13 PM; 28,902; 27,453
Jul 11 2025 12:00:14 PM; 28,898; 27,452
Jul 11 2025 12:00:15 PM; 28,882; 27,451
Jul 11 2025 12:00:16 PM; 28,917; 27,45
Jul 11 2025 12:00:17 PM; 28,839; 27,45
Jul 11 2025 12:00:18 PM; 28,85; 27,45
Jul 11 2025 12:00:19 PM; 28,86; 27,449
Jul 11 2025 12:00:20 PM; 28,838; 27,448
Jul 11 2025 12:00:21 PM; 28,909; 27,448
Jul 11 2025 12:00:22 PM; 28,889; 27,448
Jul 11 2025 12:00:23 PM; 28,853; 27,447
Jul 11 2025 12:00:24 PM; 28,863; 27,447
Jul 11 2025 12:00:25 PM; 28,838; 27,446
Jul 11 2025 12:00:26 PM; 28,794; 27,446
Jul 11 2025 12:00:27 PM; 28,7; 27,446
Jul 11 2025 12:00:28 PM; 28,676; 27,444
Jul 11 2025 12:00:29 PM; 28,643; 27,444
Jul 11 2025 12:00:30 PM; 28,733; 27,443
Jul 11 2025 12:00:31 PM; 28,707; 27,442
Jul 11 2025 12:00:32 PM; 28,83; 27,441
Jul 11 2025 12:00:33 PM; 28,732; 27,44
Jul 11 2025 12:00:34 PM; 28,778; 27,439
Jul 11 2025 12:00:35 PM; 28,774; 27,438
Jul 11 2025 12:00:36 PM; 28,792; 27,436
Jul 11 2025 12:00:37 PM; 28,907; 27,435
Jul 11 2025 12:00:38 PM; 28,843; 27,434
Jul 11 2025 12:00:39 PM; 28,861; 27,433
Jul 11 2025 12:00:40 PM; 28,887; 27,432
Jul 11 2025 12:00:41 PM; 28,991; 27,432
Jul 11 2025 12:00:42 PM; 28,939; 27,431
Jul 11 2025 12:00:43 PM; 28,894; 27,43
Jul 11 2025 12:00:44 PM; 28,874; 27,43
Jul 11 2025 12:00:45 PM; 28,877; 27,43
Jul 11 2025 12:00:46 PM; 28,89; 27,429
Jul 11 2025 12:00:47 PM; 28,87; 27,429
Jul 11 2025 12:00:48 PM; 28,869; 27,428
Jul 11 2025 12:00:49 PM; 28,85; 27,428
Jul 11 2025 12:00:50 PM; 28,852; 27,427
Jul 11 2025 12:00:51 PM; 28,898; 27,426
Jul 11 2025 12:00:52 PM; 28,875; 27,426
Jul 11 2025 12:00:53 PM; 28,891; 27,425
